AnalyteName	Alias	CAS_Number	UnitName	BeneficialUse	Objective	AveragingPeroid	Objective_Language	Evaluation_Guideline	Objective_Ref_Number	Eval_Ref_Number
Clomazone		81777-89-1	ug/L	CO	167	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Clomazone is the USEPA Aquatic Life Benchmark of 167 ug/L for a nonvascular plant (acute).	2430	4508
Clothianidin		210880-92-5	ug/L	CO	1.1	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Clothianidin is the USEPA Aquatic Life Benchmark of 1.1 ug/L for an invertebrate (chronic).	2430	4508
Coumaphos		56-72-4	ug/L	CO	0.0337	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Coumaphos is the USEPA Aquatic Life Benchmark of 0.0337 ug/L for an invertebrate (chronic).	2430	4508
Cyantraniliprole		736994-63-1	ug/L	CO	6.56	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Cyantraniliprole is the USEPA Aquatic Life Benchmark of 6.56 ug/L for an invertebrate (chronic).	2430	4508
Cycloate		1134-23-2	ug/L	CO	1200	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Cycloate is the USEPA Aquatic Life Benchmark of 1200 ug/L for an invertebrate (acute).	2430	4508
Dacthal		1861-32-1	ug/L	CO	11000	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Dacthal is the USEPA Aquatic Life Benchmark of > 11000 ug/L for a nonvascular plant (acute) and vascular plant (acute).  The benchmark was derived from a ""greater-than"" value (for example, > 265,000) and may overestimate toxicity."	2430	4508
"Diethyl-3-methyl-benzamide, N,N-"		134-62-3	ug/L	CO	37500	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Diethyl-3-methyl-benzamide, N,N- is the USEPA Aquatic Life Benchmark of 37500 ug/L for an invertebrate (acute) and fish (acute)."	2430	4508
Deltamethrin/Tralomethrin		52918-63-5	ug/L	CO	0.0041	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Deltamethrin/Tralomethrin is the USEPA Aquatic Life Benchmark of 0.0041 ug/L for an invertebrate (chronic).	2430	4508
Dichloroprop		120-36-5	ug/L	CO	77	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Dichloroprop is the USEPA Aquatic Life Benchmark of 77 ug/L for a nonvascular plant (acute).	2430	4508
Dichlorvos		62-73-7	ug/L	CO	0.0058	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Dichlorvos is the USEPA Aquatic Life Benchmark of 0.0058 ug/L for an invertebrate (chronic).	2430	4508
Difenoconazole		119446-68-3	ug/L	CO	0.86	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Difenoconazole is the USEPA Aquatic Life Benchmark of 0.86 ug/L for a fish (chronic).	2430	4508
Dimethoate		60-51-5	ug/L	CO	0.5	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Dimethoate is the USEPA Aquatic Life Benchmark of 0.5 ug/L for an invertebrate (chronic).	2430	4508
Dimethomorph		110488-70-5	ug/L	CO	110	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Dimethomorph is the USEPA Aquatic Life Benchmark of 110 ug/L for an invertebrate (chronic).	2430	4508
Dinotefuran		165252-70-0	ug/L	CO	6360	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Dinotefuran is the USEPA Aquatic Life Benchmark of > 6360 ug/L for a fish (chronic).  The benchmark was derived from a ""greater-than"" value (for example, > 265,000) and may overestimate toxicity."	2430	4508
Disulfoton		298-04-4	ug/L	CO	0.01	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Disulfoton is the USEPA Aquatic Life Benchmark of 0.01 ug/L for an invertebrate (chronic).	2430	4508
Disulfoton Sulfone		218208	ug/L	CO	0.14	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Disulfoton Sulfone is the USEPA Aquatic Life Benchmark of 0.14 ug/L for an invertebrate (chronic).	2430	4508
Diuron		330-54-1	ug/L	CO	2.4	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Diuron is the USEPA Aquatic Life Benchmark of 2.4 ug/L for a nonvascular plant (acute).	2430	4508
EPTC		759-94-4	ug/L	CO	800	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for EPTC is the USEPA Aquatic Life Benchmark of 800 ug/L for an invertebrate (chronic).	2430	4508
"Esfenvalerate/Fenvalerate, Total"		66230-04-4	ug/L	CO	0.017	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The evaluation guideline for Esfenvalerate/Fenvalerate, Total is the USEPA Aquatic Life Benchmark of 0.017 ug/L for an invertebrate (chronic)."	2430	4508
Ethalfluralin		55283-68-6	ug/L	CO	0.4	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Ethalfluralin is the USEPA Aquatic Life Benchmark of 0.4 ug/L for a fish (chronic).	2430	4508
Ethoprop		13194-48-4	ug/L	CO	0.8	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Ethoprop is the USEPA Aquatic Life Benchmark of 0.8 ug/L for an invertebrate (chronic).	2430	4508
Fenamiphos		22224-92-6	ug/L	CO	0.12	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Fenamiphos is the USEPA Aquatic Life Benchmark of 0.12 ug/L for an invertebrate (chronic).	2430	4508
Fenarimol		60168-88-9	ug/L	CO	100	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Fenarimol is the USEPA Aquatic Life Benchmark of 100 ug/L for a nonvascular plant (acute).	2430	4508
Fenitrothion		122-14-5	ug/L	CO	0.087	7	"All waters shall be maintained free of toxic substances in concentrations that are toxic to, or that produce detrimental physiological responses in human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	The evaluation guideline for Fenitrothion is the USEPA Aquatic Life Benchmark of 0.087 ug/L for an invertebrate (chronic).	2430	4508
